esd,record_time,soc,pack_voltage (V),charge_current (A),max_cell_voltage (V),min_cell_voltage (V),max_temperature (℃),min_temperature (℃),available_energy (kw),available_capacity (Ah),source
200070041,2.02E+13,67.04,357.8,-22.5,3.983,3.955,32,32,33.75,101.45,synth
200070042,2.02E+13,60.72,347.1,-22.5,3.862,3.834,33,36,27.98,84.12,synth
200070043,2.02E+13,45.78,333.6,-22.5,3.714,3.696,36,27,19.71,59.26,synth
200070044,2.02E+13,37.55,332.2,-22.5,3.698,3.683,36,36,18.11,54.46,synth
200070045,2.02E+13,59.86,345.7,-22.5,3.848,3.82,40,29,27.27,81.99,synth
200070046,2.02E+13,76.05,351.1,-22.5,3.907,3.878,40,35,30.16,90.68,synth
200070047,2.02E+13,67.61,343.5,-22.5,3.823,3.797,31,36,26.09,78.43,synth
200070048,2.02E+13,65.68,356,-22.5,3.962,3.933,34,33,32.74,98.43999,synth
200070049,2.02E+13,39.68,332.4,-22.5,3.701,3.685,38,30,18.4,55.32,synth
200070050,2.02E+13,49.80,332.8,-22.5,3.705,3.689,41,30,18.78,56.47,synth
200070051,2.02E+13,28.33,330.3,-22.5,3.677,3.664,28,29,15.41,46.33,synth
200070052,2.02E+13,34.34,328.9,-22.5,3.662,3.651,29,37,13.08,39.32,synth
200070053,2.02E+13,18.54,326.9,-22.5,3.64,3.626,28,29,9.55,28.7,synth
200070054,2.02E+13,65.21,357.5,-22.5,3.979,3.949,44,35,33.54,100.84,synth
200070055,2.02E+13,31.34,329.7,-22.5,3.672,3.659,33,28,14.54,43.71,synth
200070056,2.02E+13,71.84,350.5,-22.5,3.901,3.874,43,40,29.87,89.82,synth
200070057,2.02E+13,23.84,329.2,-22.5,3.665,3.654,39,26,13.54,40.7,synth
200070058,2.02E+13,17.16,323.9,-22.5,3.608,3.588,36,26,7.06,21.23,synth
200070059,2.02E+13,43.52,336.1,-22.5,3.744,3.719,32,30,21.85,65.7,synth
200070060,2.02E+13,35.79,330,-22.5,3.675,3.662,37,31,15.02,45.15,synth
200070061,2.02E+13,45.44,342.5,-22.5,3.814,3.787,33,40,25.58,76.89,synth
200070062,2.02E+13,72.23,348.8,-22.5,3.882,3.854,31,39,28.94,87.00999,synth
200070063,2.02E+13,56.70,335.8,-22.5,3.741,3.718,40,31,21.69,65.21,synth
200070064,2.02E+13,61.84,351.6,-22.5,3.914,3.885,35,28,30.46,91.56,synth
200070065,2.02E+13,67.90,351.1,-22.5,3.907,3.878,37,38,30.16,90.68,synth
200070066,2.02E+13,21.72,327.8,-22.5,3.65,3.638,37,28,11.12,33.44,synth
200070067,2.02E+13,38.08,337.2,-22.5,3.757,3.729,38,28,22.6,67.95,synth
200070068,2.02E+13,40.34,340.3,-22.5,3.79,3.76,43,34,24.24,72.88,synth
200070069,2.02E+13,51.17,344.1,-22.5,3.831,3.803,30,32,26.45,79.5,synth
200070070,2.02E+13,68.63,352.7,-22.5,3.926,3.898,36,36,31.07,93.39,synth
200070071,2.02E+13,60.19,338.8,-22.5,3.772,3.742,29,30,23.33,70.15,synth
200070072,2.02E+13,18.75,324.4,-22.5,3.615,3.595,30,36,7.37,22.17,synth
200070073,2.02E+13,60.73,351.6,-22.5,3.912,3.884,37,31,30.41,91.41,synth
200070074,2.02E+13,45.82,333.6,-22.5,3.714,3.696,30,36,19.71,59.26,synth
200070075,2.02E+13,68.57,352.5,-22.5,3.924,3.896,40,28,30.98,93.14,synth
200070076,2.02E+13,43.44,331.7,-22.5,3.694,3.679,34,37,17.62,52.97,synth
200070077,2.02E+13,62.48,345.5,-22.5,3.846,3.818,34,41,27.17,81.68999,synth
200070078,2.02E+13,37.88,330.5,-22.5,3.679,3.665,40,36,15.65,47.05,synth
200070079,2.02E+13,79.21,357.5,-22.5,3.979,3.951,35,35,33.6,101,synth
200070080,2.02E+13,28.63,329.9,-22.5,3.672,3.659,34,27,14.67,44.13,synth
200070081,2.02E+13,27.06,330.8,-22.5,3.681,3.669,38,30,16.08,48.35,synth
200070082,2.02E+13,68.39,351.3,-22.5,3.91,3.882,40,30,30.33,91.18,synth
200070083,2.02E+13,36.87,335,-22.5,3.731,3.71,43,31,21.05,63.29,synth
200070084,2.02E+13,69.48,345.2,-22.5,3.843,3.815,36,41,27.02,81.22,synth
200070085,2.02E+13,48.87,346.8,-22.5,3.859,3.831,29,39,27.81,83.61,synth
200070086,2.02E+13,27.09,330,-22.5,3.675,3.662,28,33,15,45.09,synth
200070087,2.02E+13,42.87,331.1,-22.5,3.686,3.672,38,31,16.71,50.24,synth
200070088,2.02E+13,14.76,326.3,-22.5,3.633,3.615,33,33,8.61,25.89,synth
200070089,2.02E+13,38.41,329.7,-22.5,3.672,3.658,39,36,14.52,43.66,synth
200070090,2.02E+13,23.56,327.5,-22.5,3.647,3.635,28,31,10.59,31.84,synth
200070091,2.02E+13,45.10,331,-22.5,3.685,3.671,35,38,16.52,49.68,synth
200070092,2.02E+13,53.59,348.3,-22.5,3.876,3.849,34,30,28.66,86.16,synth
200070093,2.02E+13,60.00,345,-22.5,3.84,3.812,44,34,26.9,80.88,synth
200070094,2.02E+13,63.55,346.1,-22.5,3.852,3.824,33,37,27.49,82.65,synth
200070095,2.02E+13,76.05,349.3,-22.5,3.886,3.858,43,31,29.16,87.67,synth
200070096,2.02E+13,87.46,357.7,-22.5,3.981,3.951,30,41,33.63,101.09,synth
200070097,2.02E+13,70.68,354.6,-22.5,3.946,3.918,39,30,32.02,96.25,synth
200070098,2.02E+13,89.57,358.2,-22.5,3.986,3.957,36,41,33.86,101.8,synth
200070099,2.02E+13,55.29,340.3,-22.5,3.788,3.758,35,35,24.15,72.61,synth
200070100,2.02E+13,53.36,334.7,-22.5,3.728,3.708,36,32,20.84,62.66,synth
200070101,2.02E+13,49.72,347.2,-22.5,3.866,3.838,42,39,28.13,84.58,synth
200070102,2.02E+13,89.17,355.8,-22.5,3.96,3.931,41,32,32.66,98.18999,synth
200070103,2.02E+13,48.17,338.9,-22.5,3.774,3.743,37,28,23.44,70.47,synth
200070104,2.02E+13,56.45,350.2,-22.5,3.898,3.869,38,31,29.67,89.2,synth
200070105,2.02E+13,24.84,326.6,-22.5,3.637,3.621,29,32,9.04,27.17,synth
200070106,2.02E+13,51.57,349.9,-22.5,3.895,3.868,38,39,29.59,88.95,synth
200070107,2.02E+13,50.25,332.4,-22.5,3.701,3.686,32,36,18.39,55.3,synth
200070108,2.02E+13,28.83,330.8,-22.5,3.684,3.671,40,31,16.28,48.96,synth
200070109,2.02E+13,42.03,336.8,-22.5,3.751,3.726,38,40,22.3,67.03,synth
200070110,2.02E+13,42.78,339.4,-22.5,3.779,3.749,34,33,23.67,71.17,synth
200070111,2.02E+13,25.70,327.7,-22.5,3.649,3.637,37,27,10.86,32.67,synth
200070112,2.02E+13,22.49,328.9,-22.5,3.663,3.65,31,37,13.16,39.57,synth
200070113,2.02E+13,54.73,337.7,-22.5,3.761,3.733,29,35,22.8,68.54,synth
200070114,2.02E+13,56.72,337.8,-22.5,3.762,3.733,43,32,22.84,68.66,synth
200070115,2.02E+13,21.80,326.3,-22.5,3.635,3.616,37,34,8.73,26.26,synth
200070116,2.02E+13,25.02,329.4,-22.5,3.669,3.657,29,32,14.15,42.56,synth
200070117,2.02E+13,51.16,343.5,-22.5,3.825,3.797,40,40,26.14,78.58,synth
200070118,2.02E+13,32.17,330.3,-22.5,3.677,3.664,33,25,15.48,46.53,synth
200070119,2.02E+13,52.51,333.9,-22.5,3.718,3.7,33,35,20.01,60.15,synth
200070120,2.02E+13,83.10,351.1,-22.5,3.91,3.882,44,34,30.3,91.07999,synth
200070121,2.02E+13,24.23,327.4,-22.5,3.645,3.631,30,27,10.12,30.45,synth
200070122,2.02E+13,41.40,330.3,-22.5,3.678,3.665,36,32,15.5,46.6,synth
200070123,2.02E+13,41.88,331.6,-22.5,3.693,3.678,39,35,17.38,52.26,synth
200070124,2.02E+13,79.51,351.1,-22.5,3.908,3.88,30,31,30.2,90.82,synth
200070125,2.02E+13,49.79,341.4,-22.5,3.801,3.774,38,31,24.88,74.79,synth
200070126,2.02E+13,36.67,335.7,-22.5,3.737,3.715,32,34,21.48,64.57,synth
200070127,2.02E+13,35.23,331.7,-22.5,3.693,3.68,28,38,17.63,53.02,synth
200070128,2.02E+13,36.05,332.7,-22.5,3.703,3.687,38,39,18.6,55.91,synth
200070129,2.02E+13,46.38,346.9,-22.5,3.86,3.833,43,28,27.9,83.87,synth
200070130,2.02E+13,62.18,354.9,-22.5,3.95,3.921,31,37,32.22,96.86,synth
200070131,2.02E+13,67.65,343.6,-22.5,3.825,3.798,32,31,26.15,78.63,synth
200070132,2.02E+13,12.64,324.6,-22.5,3.615,3.596,31,28,7.42,22.32,synth
200070133,2.02E+13,80.92,350.2,-22.5,3.898,3.871,39,32,29.74,89.4,synth
200070134,2.02E+13,35.12,333,-22.5,3.708,3.692,35,34,19.14,57.55,synth
200070135,2.02E+13,33.82,333.9,-22.5,3.719,3.7,34,27,20.13,60.51,synth
200070136,2.02E+13,26.33,329.2,-22.5,3.665,3.654,38,27,13.61,40.91,synth
200070137,2.02E+13,67.78,353.6,-22.5,3.935,3.906,42,32,31.48,94.62,synth
200070138,2.02E+13,62.43,339.1,-22.5,3.775,3.745,29,35,23.49,70.63,synth
200070139,2.02E+13,19.81,325.2,-22.5,3.621,3.603,28,30,7.82,23.5,synth
200070140,2.02E+13,44.13,337.2,-22.5,3.756,3.729,40,28,22.56,67.82,synth
200070141,2.02E+13,35.63,334.9,-22.5,3.726,3.707,39,35,20.81,62.56,synth
200070142,2.02E+13,23.34,327.5,-22.5,3.647,3.634,39,31,10.48,31.53,synth
200070143,2.02E+13,39.72,331,-22.5,3.686,3.672,34,30,16.64,50.04,synth
200070144,2.02E+13,61.68,344.9,-22.5,3.839,3.812,29,36,26.83,80.67,synth
200070145,2.02E+13,48.39,331.9,-22.5,3.696,3.681,33,33,17.82,53.59,synth
200070146,2.02E+13,21.77,326.6,-22.5,3.636,3.621,32,31,9,27.07,synth
200070147,2.02E+13,60.05,357.5,-22.5,3.98,3.951,35,29,33.61,101.05,synth
200070148,2.02E+13,21.05,327.4,-22.5,3.645,3.632,26,36,10.23,30.76,synth
200070149,2.02E+13,17.54,326.4,-22.5,3.635,3.619,30,31,8.9,26.75,synth
200070150,2.02E+13,20.18,327.8,-22.5,3.65,3.638,31,32,11.01,33.09,synth
200070151,2.02E+13,56.35,348,-22.5,3.873,3.845,30,35,28.54,85.79,synth
200070152,2.02E+13,35.98,329.2,-22.5,3.667,3.654,27,26,13.83,41.58,synth
200070153,2.02E+13,48.22,333.5,-22.5,3.712,3.696,32,28,19.56,58.8,synth
200070154,2.02E+13,19.65,325,-22.5,3.621,3.603,34,32,7.78,23.4,synth
200070155,2.02E+13,22.58,327.8,-22.5,3.65,3.637,26,36,10.98,33.04,synth
200070156,2.02E+13,37.80,330.5,-22.5,3.681,3.666,31,27,15.84,47.61,synth
200070157,2.02E+13,37.64,332.1,-22.5,3.698,3.682,31,34,18.03,54.2,synth
200070158,2.02E+13,48.39,334.9,-22.5,3.73,3.709,42,36,20.96,63.02,synth
200070159,2.02E+13,56.27,340.2,-22.5,3.788,3.758,35,33,24.14,72.56,synth
200070160,2.02E+13,28.17,328.6,-22.5,3.66,3.648,34,32,12.59,37.86,synth
200070161,2.02E+13,49.01,332.5,-22.5,3.702,3.686,29,27,18.55,55.76,synth
200070162,2.02E+13,42.95,340.8,-22.5,3.793,3.766,38,30,24.48,73.57,synth
200070163,2.02E+13,52.43,344.9,-22.5,3.839,3.812,41,37,26.83,80.67,synth
200070164,2.02E+13,32.21,329.2,-22.5,3.666,3.654,27,32,13.74,41.33,synth
200070165,2.02E+13,49.11,338.3,-22.5,3.767,3.738,39,40,23.1,69.46,synth
200070166,2.02E+13,33.53,332.2,-22.5,3.699,3.684,39,30,18.19,54.71,synth
200070167,2.02E+13,40.10,338,-22.5,3.764,3.735,42,34,22.92,68.92,synth
200070168,2.02E+13,34.11,331,-22.5,3.685,3.671,32,34,16.5,49.62,synth
200070169,2.02E+13,70.27,357.8,-22.5,3.982,3.953,33,34,33.71,101.35,synth
200070170,2.02E+13,75.99,347.2,-22.5,3.864,3.837,36,33,28.1,84.48,synth
200070171,2.02E+13,56.69,356,-22.5,3.962,3.933,41,35,32.76,98.49,synth
200070172,2.02E+13,57.50,351.9,-22.5,3.916,3.888,42,30,30.59,91.96,synth
200070173,2.02E+13,39.62,332.5,-22.5,3.704,3.687,29,36,18.58,55.86,synth
200070174,2.02E+13,42.75,332.5,-22.5,3.702,3.686,33,35,18.55,55.76,synth
200070175,2.02E+13,45.27,339.1,-22.5,3.776,3.745,33,37,23.51,70.68,synth
200070176,2.02E+13,80.86,350.5,-22.5,3.9,3.872,42,32,29.84,89.72,synth
200070177,2.02E+13,25.63,327.4,-22.5,3.645,3.633,36,33,10.33,31.06,synth
200070178,2.02E+13,15.98,326.4,-22.5,3.636,3.62,39,28,8.97,26.97,synth
200070179,2.02E+13,55.45,347.8,-22.5,3.872,3.845,37,40,28.47,85.59,synth
200070180,2.02E+13,77.72,350.7,-22.5,3.902,3.875,32,40,29.92,89.97,synth
200070181,2.02E+13,81.26,357.2,-22.5,3.975,3.946,42,37,33.39,100.39,synth
200070182,2.02E+13,44.70,333.2,-22.5,3.71,3.693,36,34,19.28,57.97,synth
200070183,2.02E+13,50.15,334.7,-22.5,3.726,3.708,34,36,20.75,62.39,synth
200070184,2.02E+13,31.19,328.2,-22.5,3.653,3.641,35,25,11.54,34.7,synth
200070185,2.02E+13,35.19,330,-22.5,3.675,3.662,38,36,15.07,45.31,synth
200070186,2.02E+13,23.57,328.9,-22.5,3.663,3.65,36,31,13.21,39.72,synth
200070187,2.02E+13,39.25,330,-22.5,3.674,3.661,31,36,14.96,44.99,synth
200070188,2.02E+13,67.63,341.8,-22.5,3.806,3.779,30,40,25.15,75.62,synth
200070189,2.02E+13,81.59,352.8,-22.5,3.928,3.899,39,29,31.12,93.54,synth
200070190,2.02E+13,32.42,330.8,-22.5,3.682,3.669,33,36,16.16,48.6,synth
200070191,2.02E+13,51.84,344.3,-22.5,3.833,3.805,44,32,26.53,79.75999,synth
200070192,2.02E+13,76.60,351.6,-22.5,3.913,3.885,31,41,30.44,91.50999,synth
200070193,2.02E+13,29.75,331,-22.5,3.685,3.671,37,30,16.47,49.52,synth
200070194,2.02E+13,17.96,326.4,-22.5,3.636,3.62,35,26,8.97,26.97,synth
200070195,2.02E+13,60.71,357.5,-22.5,3.979,3.951,34,29,33.6,101,synth
200070196,2.02E+13,59.09,350.5,-22.5,3.901,3.874,43,39,29.9,89.87,synth
200070197,2.02E+13,38.62,332.5,-22.5,3.702,3.686,33,27,18.51,55.64,synth
200070198,2.02E+13,75.08,356.6,-22.5,3.968,3.939,41,36,33.03,99.3,synth
200070199,2.02E+13,44.55,335,-22.5,3.731,3.711,29,40,21.08,63.35,synth
200070200,2.02E+13,77.03,353,-22.5,3.929,3.901,29,36,31.22,93.86,synth
200070201,2.02E+13,55.94,334.9,-22.5,3.731,3.71,32,32,21.03,63.24,synth
200070202,2.02E+13,68.17,345.7,-22.5,3.847,3.82,30,33,27.22,81.84,synth
200070203,2.02E+13,79.99,356.6,-22.5,3.968,3.939,33,29,33.03,99.3,synth
200070204,2.02E+13,26.11,329.2,-22.5,3.667,3.655,34,32,13.78,41.43,synth
200070205,2.02E+13,60.71,343,-22.5,3.819,3.791,33,38,25.81,77.6,synth
200070206,2.02E+13,78.17,352.8,-22.5,3.928,3.899,42,34,31.14,93.61,synth
200070207,2.02E+13,45.42,338.3,-22.5,3.768,3.738,37,36,23.12,69.51,synth
200070208,2.02E+13,28.67,327.5,-22.5,3.647,3.634,39,31,10.43,31.38,synth
200070209,2.02E+13,58.68,348.2,-22.5,3.874,3.847,29,30,28.59,85.93999,synth
200070210,2.02E+13,34.36,332.7,-22.5,3.704,3.689,36,36,18.77,56.42,synth
200070211,2.02E+13,44.24,331.1,-22.5,3.687,3.673,37,27,16.75,50.36,synth
200070212,2.02E+13,43.98,330.8,-22.5,3.682,3.669,34,34,16.16,48.6,synth
200070213,2.02E+13,30.43,328.2,-22.5,3.654,3.642,32,30,11.67,35.1,synth
200070214,2.02E+13,46.55,335.3,-22.5,3.734,3.713,30,32,21.28,63.99,synth
200070215,2.02E+13,57.35,348.9,-22.5,3.884,3.856,40,31,29.05,87.32,synth
200070216,2.02E+13,29.59,330.7,-22.5,3.68,3.668,33,32,15.89,47.78,synth
200070217,2.02E+13,24.34,329.1,-22.5,3.665,3.653,32,35,13.55,40.75,synth
200070218,2.02E+13,58.57,344.4,-22.5,3.835,3.808,35,36,26.65,80.11,synth
200070219,2.02E+13,56.81,341.3,-22.5,3.799,3.771,33,39,24.77,74.47,synth
200070220,2.02E+13,66.66,347.4,-22.5,3.867,3.838,42,34,28.18,84.73,synth
200070221,2.02E+13,63.91,355,-22.5,3.953,3.924,42,41,32.31,97.13,synth
200070222,2.02E+13,43.81,332.7,-22.5,3.704,3.688,40,37,18.7,56.21,synth
200070223,2.02E+13,24.86,327.4,-22.5,3.646,3.633,32,33,10.29,30.96,synth
200070224,2.02E+13,65.25,342.2,-22.5,3.809,3.783,39,30,25.33,76.15,synth
200070225,2.02E+13,62.12,348.5,-22.5,3.879,3.851,33,38,28.79,86.56,synth
200070226,2.02E+13,72.78,353.3,-22.5,3.932,3.904,33,41,31.35,94.27,synth
200070227,2.02E+13,17.69,325.3,-22.5,3.624,3.605,33,31,7.93,23.84,synth
200070228,2.02E+13,53.83,343.9,-22.5,3.83,3.802,33,32,26.37,79.29,synth
200070229,2.02E+13,64.09,355.5,-22.5,3.956,3.927,32,32,32.48,97.63,synth
200070230,2.02E+13,69.56,343.6,-22.5,3.825,3.798,29,28,26.15,78.63,synth
200070231,2.02E+13,42.10,332.5,-22.5,3.704,3.687,33,35,18.66,56.11,synth
200070232,2.02E+13,28.00,327.7,-22.5,3.648,3.636,30,35,10.78,32.43,synth
200070233,2.02E+13,67.15,352.1,-22.5,3.919,3.89,37,40,30.73,92.38,synth
200070234,2.02E+13,30.80,331.6,-22.5,3.693,3.678,33,29,17.45,52.45,synth
200070235,2.02E+13,54.55,345.7,-22.5,3.848,3.82,43,30,27.29,82.04,synth
200070236,2.02E+13,48.87,345,-22.5,3.841,3.814,34,28,26.95,81.02,synth
200070237,2.02E+13,44.13,333.2,-22.5,3.709,3.693,38,31,19.23,57.82,synth
200070238,2.02E+13,67.77,343.6,-22.5,3.827,3.8,34,39,26.24,78.88,synth
200070239,2.02E+13,17.64,325.7,-22.5,3.627,3.608,36,36,8.12,24.41,synth
200070240,2.02E+13,39.27,337.4,-22.5,3.759,3.731,36,28,22.67,68.16,synth
200070241,2.02E+13,28.98,330.5,-22.5,3.679,3.665,32,26,15.64,47,synth
200070242,2.02E+13,54.82,334.9,-22.5,3.729,3.71,37,40,20.95,62.97,synth
200070243,2.02E+13,42.84,334.2,-22.5,3.722,3.703,43,31,20.37,61.25,synth
200070244,2.02E+13,89.15,358.6,-22.5,3.992,3.963,43,32,34.15,102.66,synth
200070245,2.02E+13,15.16,326.1,-22.5,3.633,3.615,39,27,8.59,25.84,synth
200070246,2.02E+13,60.76,339.9,-22.5,3.785,3.754,34,28,23.96,72.03,synth
200070247,2.02E+13,15.48,326.1,-22.5,3.633,3.615,32,36,8.59,25.84,synth
200070248,2.02E+13,65.97,347.2,-22.5,3.866,3.838,44,31,28.13,84.58,synth
200070249,2.02E+13,26.63,329.2,-22.5,3.664,3.653,40,31,13.49,40.55,synth
200070250,2.02E+13,46.89,331.7,-22.5,3.694,3.68,41,36,17.71,53.23,synth
200070251,2.02E+13,47.94,333,-22.5,3.707,3.69,35,29,19.06,57.31,synth
200070252,2.02E+13,66.24,345.8,-22.5,3.85,3.821,33,36,27.35,82.23,synth
200070253,2.02E+13,20.55,324.9,-22.5,3.618,3.599,27,30,7.59,22.83,synth
200070254,2.02E+13,50.45,343.3,-22.5,3.822,3.794,34,28,25.96,78.07,synth
200070255,2.02E+13,70.01,347.5,-22.5,3.869,3.841,43,39,28.31,85.1,synth
200070256,2.02E+13,43.85,331.1,-22.5,3.686,3.672,38,34,16.71,50.24,synth
200070257,2.02E+13,60.76,348.3,-22.5,3.877,3.849,35,34,28.67,86.21,synth
200070258,2.02E+13,60.97,355.2,-22.5,3.954,3.924,34,33,32.34,97.23,synth
200070259,2.02E+13,29.82,330,-22.5,3.674,3.661,38,31,14.98,45.04,synth
200070260,2.02E+13,26.38,329.4,-22.5,3.668,3.655,31,33,14.04,42.21,synth
200070261,2.02E+13,53.06,333.6,-22.5,3.714,3.697,29,29,19.68,59.17,synth
200070262,2.02E+13,55.53,334.9,-22.5,3.729,3.709,41,33,20.91,62.87,synth
200070263,2.02E+13,56.73,334.6,-22.5,3.725,3.707,33,30,20.63,62.02,synth
200070264,2.02E+13,23.00,329.2,-22.5,3.666,3.654,31,37,13.74,41.33,synth
200070265,2.02E+13,66.96,355.3,-22.5,3.955,3.925,36,41,32.4,97.41,synth
200070266,2.02E+13,51.02,336.4,-22.5,3.747,3.723,37,32,22.08,66.39,synth
200070267,2.02E+13,27.98,329.7,-22.5,3.67,3.658,31,26,14.38,43.24,synth
200070268,2.02E+13,49.54,334.4,-22.5,3.724,3.705,39,28,20.49,61.61,synth
200070269,2.02E+13,31.84,328.8,-22.5,3.662,3.649,35,31,12.92,38.84,synth
200070270,2.02E+13,89.15,356.6,-22.5,3.969,3.941,32,39,33.12,99.57,synth
200070271,2.02E+13,54.50,351.3,-22.5,3.911,3.882,32,34,30.31,91.13,synth
200070272,2.02E+13,23.99,327.8,-22.5,3.651,3.639,31,27,11.21,33.7,synth
200070273,2.02E+13,56.90,334.6,-22.5,3.725,3.705,42,29,20.59,61.92,synth
200070274,2.02E+13,34.87,329.1,-22.5,3.664,3.652,39,29,13.45,40.45,synth
200070275,2.02E+13,84.21,358.6,-22.5,3.992,3.963,41,37,34.11,102.56,synth
200070276,2.02E+13,35.46,329.2,-22.5,3.666,3.654,40,33,13.81,41.53,synth
200070277,2.02E+13,14.83,325.7,-22.5,3.627,3.608,32,27,8.13,24.46,synth
200070278,2.02E+13,53.54,340.7,-22.5,3.792,3.764,41,37,24.38,73.29,synth
200070279,2.02E+13,46.54,334.1,-22.5,3.72,3.702,38,30,20.26,60.93,synth
200070280,2.02E+13,41.06,339.9,-22.5,3.784,3.754,36,36,23.94,71.96,synth
200070281,2.02E+13,40.13,331.4,-22.5,3.69,3.676,41,26,17.19,51.69,synth
200070282,2.02E+13,60.56,343.9,-22.5,3.83,3.802,29,39,26.37,79.29,synth
200070283,2.02E+13,92.25,357.7,-22.5,3.982,3.952,36,35,33.65,101.19,synth
200070284,2.02E+13,36.35,330.8,-22.5,3.683,3.67,39,34,16.25,48.86,synth
200070285,2.02E+13,27.94,328.6,-22.5,3.658,3.647,29,34,12.44,37.39,synth
200070286,2.02E+13,47.90,332.8,-22.5,3.706,3.69,36,33,18.96,56.99,synth
200070287,2.02E+13,57.60,353.3,-22.5,3.933,3.904,37,39,31.39,94.37,synth
200070288,2.02E+13,51.03,337.8,-22.5,3.763,3.733,41,38,22.87,68.76,synth
200070289,2.02E+13,30.13,328,-22.5,3.653,3.64,28,27,11.52,34.63,synth
200070290,2.02E+13,63.09,357.8,-22.5,3.982,3.953,38,28,33.71,101.35,synth
200070291,2.02E+13,28.17,328,-22.5,3.651,3.639,32,35,11.23,33.77,synth
200070292,2.02E+13,56.33,341.1,-22.5,3.799,3.772,44,28,24.78,74.52,synth
200070293,2.02E+13,67.18,349.9,-22.5,3.894,3.867,40,33,29.51,88.73,synth
200070294,2.02E+13,22.46,326.6,-22.5,3.635,3.619,31,26,8.94,26.87,synth
200070295,2.02E+13,74.22,354.6,-22.5,3.945,3.917,34,28,32,96.2,synth
200070296,2.02E+13,47.36,341,-22.5,3.797,3.768,34,28,24.6,73.93999,synth
200070297,2.02E+13,44.97,334.9,-22.5,3.729,3.709,38,28,20.89,62.81,synth
200070298,2.02E+13,75.18,345.8,-22.5,3.849,3.822,30,36,27.34,82.18,synth
200070299,2.02E+13,32.16,329.6,-22.5,3.67,3.658,38,26,14.28,42.93,synth
200070300,2.02E+13,57.01,351.8,-22.5,3.914,3.887,41,30,30.52,91.75999,synth
200070301,2.02E+13,72.49,354.1,-22.5,3.942,3.913,37,41,31.78,95.53,synth
200070302,2.02E+13,58.65,339.6,-22.5,3.782,3.751,39,39,23.78,71.48,synth
200070303,2.02E+13,46.77,340.7,-22.5,3.792,3.764,36,38,24.38,73.29,synth
200070304,2.02E+13,70.96,351.1,-22.5,3.908,3.88,30,41,30.19,90.77,synth
200070305,2.02E+13,31.90,328.8,-22.5,3.66,3.647,37,38,12.66,38.06,synth
200070306,2.02E+13,67.84,344.9,-22.5,3.838,3.81,43,28,26.8,80.57,synth
200070307,2.02E+13,80.21,356.8,-22.5,3.971,3.941,39,31,33.14,99.62,synth
200070308,2.02E+13,66.30,343.5,-22.5,3.823,3.796,37,37,26.06,78.33,synth
200070309,2.02E+13,59.97,338.2,-22.5,3.766,3.737,42,40,23.02,69.18999,synth
200070310,2.02E+13,35.96,331.7,-22.5,3.692,3.679,28,28,17.46,52.5,synth
200070311,2.02E+13,43.63,331.9,-22.5,3.697,3.681,29,38,17.86,53.68,synth
200070312,2.02E+13,29.25,331.6,-22.5,3.693,3.678,28,37,17.45,52.45,synth
200070313,2.02E+13,32.28,329.9,-22.5,3.673,3.661,35,35,14.84,44.64,synth
200070314,2.02E+13,73.69,345.8,-22.5,3.85,3.822,42,29,27.37,82.28,synth
200070315,2.02E+13,24.27,326.6,-22.5,3.636,3.62,34,24,9.02,27.12,synth
200070316,2.02E+13,63.24,342.2,-22.5,3.81,3.784,35,33,25.4,76.37,synth
200070317,2.02E+13,28.42,328.6,-22.5,3.657,3.645,34,29,12.35,37.13,synth
200070318,2.02E+13,50.02,349.6,-22.5,3.891,3.864,43,32,29.38,88.34,synth
200070319,2.02E+13,34.56,333,-22.5,3.709,3.692,30,32,19.18,57.65,synth
200070320,2.02E+13,51.19,342.5,-22.5,3.814,3.787,31,33,25.55,76.82,synth
200070321,2.02E+13,78.35,354.9,-22.5,3.95,3.921,37,39,32.19,96.75999,synth
200070322,2.02E+13,52.47,336.1,-22.5,3.743,3.721,35,30,21.89,65.8,synth
200070323,2.02E+13,55.19,335,-22.5,3.731,3.711,41,38,21.08,63.39,synth
200070324,2.02E+13,18.88,327.4,-22.5,3.646,3.633,32,36,10.38,31.22,synth
200070325,2.02E+13,41.47,335.8,-22.5,3.74,3.716,42,39,21.62,65,synth
200070326,2.02E+13,63.85,355.7,-22.5,3.958,3.93,41,40,32.6,98.03,synth
200070327,2.02E+13,57.57,345.2,-22.5,3.842,3.815,35,30,27,81.17,synth
200070328,2.02E+13,18.46,327.4,-22.5,3.644,3.632,35,33,10.18,30.61,synth
200070329,2.02E+13,50.73,340.7,-22.5,3.794,3.765,32,28,24.43,73.46,synth
200070330,2.02E+13,72.40,351.6,-22.5,3.913,3.885,41,38,30.42,91.43999,synth
200070331,2.02E+13,33.85,330.3,-22.5,3.677,3.664,28,34,15.46,46.48,synth
200070332,2.02E+13,30.14,330.2,-22.5,3.677,3.663,27,32,15.36,46.18,synth
200070333,2.02E+13,42.20,342.1,-22.5,3.809,3.781,38,40,25.28,76,synth
200070334,2.02E+13,42.69,342.1,-22.5,3.808,3.781,41,38,25.29,76.04,synth
200070335,2.02E+13,36.36,330.2,-22.5,3.676,3.663,28,36,15.28,45.92,synth
200070336,2.02E+13,58.00,343,-22.5,3.819,3.792,44,38,25.83,77.65,synth
200070337,2.02E+13,27.69,329.2,-22.5,3.666,3.654,37,33,13.72,41.23,synth
